id,product_id,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation,created_at,updated_at,product_slug
421,3737,"Péptidos de colágeno, N-acetil L-cisteína, agente de carga: celulosa microcristalina, sulfato de condroitina, acetato de DL-alfa tocoferilo (vitamina E), sulfato de glucosamina, oleorresina rica en astaxantina del alga Haematococcus pluvialis, bisglicinato de zinc, antiaglomerante: sales magnésicas de ácidos grasos, hialuronato de sodio, colecalciferol (vitamina D3), D-biotina (biotina), riboflavina (vitamina B2), L-metil folato cálcico (folato) y cianocobalamina (vitamina B12). Cápsula (agente de recubrimiento: hidroxipropilmetilcelulosa).
El zinc y la biotina contribuyen al mantenimiento del cabello en condiciones normales.","Vitaminas y minerales (por servicio de 3 cápsulas): Vitamina E: 10 mg α-TE (83% VRN). Vitamina B2: 1,5 mg (107% VRN). Vitamina D: 12,5 µg (250% VRN). Biotina: 2500 µg (5000% VRN). Folato: 200 µg (100% VRN). Vitamina B12: 2,4 µg (96% VRN). Zinc: 10 mg (100% VRN).

Otros principios activos (por servicio de 3 cápsulas): Péptidos de colágeno: 325 mg. N-acetil L-cisteína: 299 mg. Sulfato de condroitina: 150 mg. Sulfato de glucosamina: 135 mg. Glucosamina: 80 mg. Oleorresina rica en astaxantina del alga Haematococcus pluvialis: 120 mg. Astaxantina: 6 mg. Ácido hialurónico: 5 mg.",Tomar 3 cápsulas al día.,"Producto para uso en adultos. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y un estilo de vida saludable. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. No debe ser consumido si en le mismo día se consumen otros complementos alimenticios que contengan ésteres de astaxantina. No debe ser consumido por lactantes, niños ni adolescentes menores de 14 años.",Puede contener trazas de leche y soja.,,,,2026-07-28 17:44:45.292296+00,2026-07-28 17:44:45.292296+00,blooming-up-90-uds
422,3757,"Ingredientes: Harina de TRIGO ESPELTA* 47 %, aceite de semillas de girasol*, azúcar de caña*, harina de trigo sarraceno* 10 %, coco rallado* 6 %, coco en polvo* 4 %, jarabe de glucosa*, gasificantes:
( bicarbonato de amonio, bicarbonato de sodio), sal,aroma natural de coco.* De agricultura biológica.","Información nutricional (por 100 g): Valor energético: 2017 kJ / 482 kcal. Grasas: 23 g, de las cuales saturadas: 5,9 g. Hidratos de carbono: 60 g, de los cuales azúcares: 18 g. Proteínas: 7,8 g. Fibra alimentaria: 4,5 g. Sal: 0,53 g.","Uso: Para cosumir a cualquier hora del día, como desayuno o merienda. También entre horas o para acompañar el café.",,"Alérgenos: Gluten

Trazas: Frutos con cáscara, Huevos y prod.a base de huevos, Leche y derivados, Mostaza y derivados, Soja y derivados",,,,2026-07-28 17:48:46.816807+00,2026-08-04 17:38:40.728607+00,galletas-de-trigo-espelta-trigo-sarraceno-y-coco-220-g
424,3762,"Agua, harina de girasol* 23%, quinoa* inflada, semillas de girasol* 11%, vinagre de manzana*, semillas de chía* (Salvia hispanica), linaza*, concentrado de zumo de manzana*, sal marina, cáscaras de psyllium* molidas, semillas de sésamo*, harina de arroz*","Información nutricional (por 100 g): Valor energético: 1059 kJ / 254 kcal. Grasas: 12 g, de las cuales saturadas: 1,2 g. Hidratos de carbono: 16 g, de los cuales azúcares: 3,2 g. Fibra: 11 g. Proteínas: 15 g. Sal: 1,5 g.

Vitaminas y minerales (por 100 g): Magnesio: 206 mg (55% VRN). Zinc: 4,5 mg (45% VRN). Ácido fólico: 53,3 µg (27% VRN). Hierro: 3,9 mg (28% VRN)",,,"Alérgenos contenidos
Contiene semillas de sésamo
Puede contener trazas de soja, lupino y huevo.
Libre de gluten y lactosa (lactosa <0,1 g/100 g)","Tostada tostada a tu gusto o disfrútala directamente del paquete. Una vez abierto, guárdalo en la nevera y consume en un plazo de 2 días.",,,2026-07-28 17:53:46.425307+00,2026-08-01 12:00:29.875069+00,tostadas-high-protein-170-g
425,3759,"Ingredientes: Alcaparras*, agua, vinagre de vino* 2,5%, sal, regulador de acidez: ácido láctico.
*de agricultura biologica","Información nutricional (por 100 g): Valor energético: 97 kJ / 23 kcal. Grasas: 0,42 g, de las cuales saturadas: 0,00 g. Hidratos de carbono: 1,4 g, de los cuales azúcares: 1,0 g. Proteínas: 1,90 g. Fibra alimentaria: 3,3 g. Sal: 5,85 g.","Uso: Ideal como aperitivo o como condimento para ensaladas, bruschetta, pizzas, primer y segundo corse a base de carne o pescado.",,,,,,2026-07-28 18:00:55.475392+00,2026-08-05 10:41:18.834512+00,alcaparras-en-vinagre-140-g
426,2240,"raíz de jengibre*(56,00%), azúcar de caña*",,,,,,,,2026-07-28 18:05:09.696405+00,2026-07-28 18:05:09.696405+00,palitos-de-jengibre-caramelizados-75-g
427,3782,"Ingredientes: Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA como emulgente) 97.77%, Aromas, edulcorantes (Glucósidos de esteviol procedentes de estevia, Sucralosa), TolerasaTM L 100,000 ALU/g.","Información nutricional (por 30 g): Valor energético: 498,13 kJ / 119,17 kcal. Grasas: 1,79 g, de las cuales saturadas: 1,14 g. Hidratos de carbono: 2,24 g, de los cuales azúcares: 2,24 g. Fibra: 0,12 g. Proteínas: 23,47 g. Sal: 0,11 g.

Perfil de aminoácidos (por 100 g de producto): L-Leucina: 10,85 g. L-Isoleucina: 6,45 g. L-Valina: 5,96 g. BCAA totales: 23,27 g. Ácido L-Aspártico: 11,24 g. Ácido L-Glutámico: 17,89 g. L-Serina: 5,48 g. Glicina: 1,86 g. L-Histidina: 1,86 g. L-Arginina: 2,54 g. L-Treonina: 7,92 g. L-Alanina: 5,38 g. L-Prolina: 6,16 g. L-Tirosina: 3,03 g. L-Metionina: 2,15 g. L-Cisteína: 2,35 g. L-Fenilalanina: 3,23 g. L-Lisina: 9,68 g. L-Triptófano: 1,86 g.","Modo de empleo: Disolver 30g (1 servicio) mezclados en agua o leche desnatada (200-250ml). Tomar 1-2 servicios al día, preferiblemente 1 batido en el desayuno y 1 batido después del entrenamiento.","Advertencias: Los complementos alimenticios no deben utilizarse como sustitutos de una dieta variada y equilibrada ni de un modo de vida sano. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Una dieta variada y equilibrada y un estilo de vida saludables son importantes. Producto para uso en adultos. Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana).",,,,,2026-07-31 15:55:38.825435+00,2026-07-31 16:44:08.426998+00,only-whey-protein-zero-cookies-ice-cream-1-kg
428,1185,"Only Whey Zero, sabor Vanilla Cream. Complemento alimenticio a base de proteínas con edulcorantes.

Ingredientes: Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA como emulgente) 97.75%, Aromas, edulcorantes (Glucósidos de esteviol procedentes de estevia, Sucralosa), TolerasaTM L 100,000 ALU/g.","Valor energético: 1667.96 kJ / 399.03 kcal (100 g), 500.44 kJ / 119.72 kcal (30 g). Grasas: 5.97 g (100 g), 1.79 g (30 g), de las cuales saturadas: 3.82 g (100 g), 1.14 g (30 g). Hidratos de carbono: 8.12 g (100 g), 2.44 g (30 g), de los cuales azúcares: 6.26 g (100 g), 1.88 g (30 g). Fibra: 0.02 g (100 g), 0.01 g (30 g). Proteínas: 78.2 g (100 g), 23.46 g (30 g). Sal: 0.39 g (100 g), 0.11 g (30 g).","Modo de empleo: Disolver 30g (1 servicio) mezclados en agua o leche desnatada (200-250ml). Tomar 1-2 servicios al día, preferiblemente 1 batido en el desayuno y 1 batido después del entrenamiento.","Advertencias: Los complementos alimenticios no deben utilizarse como sustitutos de una dieta variada y equilibrada ni de un modo de vida sano. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Una dieta variada y equilibrada y un estilo de vida saludables son importantes. Producto para uso en adultos. Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana).",,,,,2026-07-31 15:56:19.584876+00,2026-07-31 15:59:12.220736+00,only-whey-protein-zero-vainilla-cream-1kg
434,3780,"Ingredientes: Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA como emulgente) 89,75%, Cacao desgrasado en polvo 6%, Aromas, edulcorantes (Glucósidos de esteviol procedentes de estevia, Sucralosa), TolerasaTM L 100,000 ALU/g.","Información nutricional (por 30 g): Valor energético: 486,23 kJ / 116,32 kcal. Grasas: 1,87 g, de las cuales saturadas: 1,19 g. Hidratos de carbono: 2,57 g, de los cuales azúcares: 2,11 g. Fibra: 0,58 g. Proteínas: 22,01 g. Sal: 0,10 g.

Otros principios activos (por 30 g): Lacprodan® SP-8011V (concentrado de proteína de suero lácteo): 26,93 g. Tolerase® L (enzima lactasa): 22,5 mg (2250 ALU).

Perfil de aminoácidos (por 100 g de producto): L-Leucina: 9,96 g. L-Isoleucina: 5,92 g. L-Valina: 5,47 g. BCAA totales: 21,36 g. Ácido L-Aspártico: 10,32 g. Ácido L-Glutámico: 16,42 g. L-Serina: 5,03 g. Glicina: 1,71 g. L-Histidina: 1,71 g. L-Arginina: 2,33 g. L-Treonina: 7,27 g. L-Alanina: 4,94 g. L-Prolina: 5,65 g. L-Tirosina: 2,78 g. L-Metionina: 1,97 g. L-Cisteína: 2,15 g. L-Fenilalanina: 2,96 g. L-Lisina: 8,89 g. L-Triptófano: 1,71 g.","Modo de empleo: Disolver 30g (1 servicio) mezclados en agua o leche desnatada (200-250ml). Tomar 1-2 servicios al día, preferiblemente 1 batido en el desayuno y 1 batido después del entrenamiento.","Advertencias: Los complementos alimenticios no deben utilizarse como sustitutos de una dieta variada y equilibrada ni de un modo de vida sano. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Una dieta variada y equilibrada y un estilo de vida saludables son importantes. Producto para uso en adultos. Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana).",,,,,2026-07-31 16:02:12.221647+00,2026-07-31 16:02:12.221647+00,only-whey-protein-zero-brownie-1-kg
435,513,"Only Whey Zero, sabor Choco Hazelnut. Complemento alimenticio a base de proteínas con edulcorantes.

Ingredientes: Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA como emulgente) 90.53%, Cacao desgrasado en polvo 5%, Aromas, sal, edulcorante (Sucralosa), TolerasaTM L 100.000 ALU/g, edulcorante (Glucósidos de esteviol procedentes de estevia).","Valor energético: 1637.38 kJ / 391.72 kcal (100 g), 491.26 kJ / 117.53 kcal (30 g). Grasas: 6.11 g (100 g), 1.83 g (30 g), de las cuales saturadas: 3.9 g (100 g), 1.17 g (30 g). Hidratos de carbono: 9.56 g (100 g), 2.87 g (30 g), de los cuales azúcares: 5.94 g (100 g), 1.78 g (30 g). Fibra: 1.81 g (100 g), 0.54 g (30 g). Proteínas: 73.72 g (100 g), 22.12 g (30 g). Sal: 0.56 g (100 g), 0.16 g (30 g).","Modo de empleo: Disolver 30g (1 servicio) mezclados en agua o leche desnatada (200-250ml). Tomar 1-2 servicios al día, preferiblemente 1 batido en el desayuno y 1 batido después del entrenamiento.","Advertencias: Los complementos alimenticios no deben utilizarse como sustitutos de una dieta variada y equilibrada ni de un modo de vida sano. Este producto no está diseñado para diagnosticar, tratar o prevenir ninguna enfermedad. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Una dieta variada y equilibrada y un estilo de vida saludables son importantes. Producto para uso en adultos. Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana).",,,,,2026-07-31 16:05:29.561654+00,2026-07-31 16:19:08.536388+00,only-whey-protein-zero-choco-avellana-1-kg
437,3783,"Caseína Micelar, sabor Chocolate Delight with triple chocolate bits. Alimento en polvo a base de proteínas con azúcar y edulcorante.

Ingredientes: Aislado de caseína micelar natural Lacprodan MicelPure® (LECHE) (58.85%), Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA, como emulgente) (20%), cacao alcalino desgrasado (6%), Trocitos planos de chocolate negro (azúcar, pasta de cacao, manteca de cacao, cacao desgrasado en polvo, agente de recubrimiento (E-553b), emulgente (E-322) y aroma natural (vainilla)) (4%), Trocitos planos de chocolate blanco (azúcar, manteca de cacao, LECHE entera en polvo, agente de recubrimiento (E-553b), emulgente (E-322) y aroma natural)(4%),Trocitos planos de chocolate con LECHE (azúcar, manteca de cacao, LECHE entera en polvo, pasta de cacao, LECHE desnatada en polvo, agente de recubrimiento (E-553b), emulgente (E-322), aroma natural) (4%), Aromas, edulcorante (Sucralosa), espesante (goma xantana), sal.","Valor energético: 1567.62 kJ / 375.03 kcal (100 g), 470.33 kJ / 112.52 kcal (30 g). Grasas: 6.3 g (100 g), 1.89 g (30 g), de las cuales saturadas: 3.99 g (100 g), 1.2 g (30 g). Hidratos de carbono: 11.34 g (100 g), 3.4 g (30 g), de los cuales azúcares: 9.36 g (100 g), 3.11 g (30 g). Fibra: 2.23 g (100 g), 0.67 g (30 g). Proteínas: 67.12 g (100 g), 20.14 g (30 g). Sal: 0.43 g (100 g), 0.13 g (30 g).","Modo de empleo: Añadir 1 cacito (30g) y mezclar con 300-350ml de agua o leche desnatada (para un batido más espeso utilice menos líquido, para uno más ligero use más). Para mejores resultados vierta primero el líquido y a continuación el producto en un agitador o mezclador. Tomar inmediatamente tras la preparación. Consumir antes de dormir.","Advertencias: Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana). Producto para uso en adultos.",,,,,2026-07-31 16:07:52.197527+00,2026-08-01 13:05:39.385543+00,big-creabig-creatina-neutra-300g-choco-delight-con-topping-de-3-chocolates-1-kg
438,3778,"Ingredientes: Aislado de caseína micelar natural Lacprodan MicelPure® (LECHE) (71.95%), Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA, como emulgente) (20%), cacao desgrasado (5%), aromas, espesante (goma xantana), sal, Edulcorantes (glucosidos de esteviol procedentes de la estevia, sucralosa).","Información nutricional (por 30 g): Valor energético: 445,04 kJ / 106,47 kcal. Grasas: 0,76 g, de las cuales saturadas: 0,48 g. Hidratos de carbono: 1,43 g, de los cuales azúcares: 1,26 g. Fibra: 0,54 g. Proteínas: 23,21 g. Sal: 0,11 g.

Perfil de aminoácidos (por 100 g de producto): L-Leucina: 9,13 g. L-Isoleucina: 4,99 g. L-Valina: 5,97 g. BCAA totales: 20,09 g. Ácido L-Aspártico: 7,62 g. Ácido L-Glutámico: 19,86 g. L-Serina: 5,51 g. Glicina: 1,75 g. L-Histidina: 2,47 g. L-Arginina: 3,18 g. L-Treonina: 4,86 g. L-Alanina: 3,40 g. L-Prolina: 8,53 g. L-Tirosina: 4,58 g. L-Metionina: 2,60 g. L-Cisteína: 0,84 g. L-Fenilalanina: 4,33 g. L-Lisina: 7,88 g. L-Triptófano: 1,32 g.","Modo de empleo: Añadir 1 cacito (30g) y mezclar con 300-350ml de agua o leche desnatada (para un batido más espeso utilice menos líquido, para uno más ligero use más). Para mejores resultados vierta primero el líquido y a continuación el producto en un agitador o mezclador. Tomar inmediatamente tras la preparación. Consumir antes de dormir.","Advertencias: Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana). Producto para uso en adultos.",,,,,2026-07-31 16:16:06.695352+00,2026-07-31 16:55:57.674719+00,caseina-micellar-natilla-vainilla-cinamon-1-kg
446,3776,"Ingredientes: Lacprodan® SP-8011V Instant: Concentrado de proteína de suero de LECHE (Emulgente (Lecitina de SOJA)) 97,75%, Aromas, Colorante (Carotenos), Sal, Edulcorantes (Sucralosa, Glucósidos de esteviol procedentes de estevia), Enzima Lactasa-Tolerase™ L 100,000 ALU/g.","Valor energético: 1651,98 kJ / 395,21 kcal (100 g), 495,64 kJ / 118,57 kcal (30 g). Grasas: 5,96 g (100 g), 1,79 g (30 g), de las cuales saturadas: 3,81 g (100 g), 1,14 g (30 g). Hidratos de carbono: 7,18 g (100 g), 2,15 g (30 g), de los cuales azúcares: 6,31 g (100 g), 1,89 g (30 g). Fibra alimentaria: 0 g (100 g), 0 g (30 g). Proteínas: 78,21 g (100 g), 23,46 g (30 g). Sal: 0,59 g (100 g), 0,17 g (30 g).",Modo de empleo: Disolver 30g (1 servicio) mezclados en agua o leche desnatada sin lactosa (200-250ml). Tomar 1 servicio al día.,"Advertencias: Los complementos alimenticios no deben utilizarse como sustitutos de una dieta variada y equilibrada ni de un modo de vida sano. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Una dieta variada y equilibrada y un estilo de vida saludables son importantes. Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana). Conservar en lugar fresco y seco",,,,,2026-07-31 16:23:26.17728+00,2026-07-31 16:43:09.003247+00,only-whey-protein-zero-natillas-1-kg
448,3777,"Ingredientes: Aislado de caseína micelar natural Lacprodan MicelPure® (LECHE) (58.85%), Concentrado de proteína de suero de LECHE Lacprodan® SP-8011V Instant (contiene lecitina de SOJA, como emulgente) (20%), cacao alcalino desgrasado (6%), Trocitos planos de chocolate negro (azúcar, pasta de cacao, manteca de cacao, cacao desgrasado en polvo, agente de recubrimiento (E-553b), emulgente (E-322) y aroma natural (vainilla)) (4%), Trocitos planos de chocolate blanco (azúcar, manteca de cacao, LECHE entera en polvo, agente de recubrimiento (E-553b), emulgente (E-322) y aroma natural)(4%),Trocitos planos de chocolate con LECHE (azúcar, manteca de cacao, LECHE entera en polvo, pasta de cacao, LECHE desnatada en polvo, agente de recubrimiento (E-553b), emulgente (E-322), aroma natural) (4%), Aromas, edulcorante (Sucralosa), espesante (goma xantana), sal.","Información nutricional (por 30 g): Valor energético: 470,33 kJ / 112,52 kcal. Grasas: 1,89 g, de las cuales saturadas: 1,2 g. Hidratos de carbono: 3,4 g, de los cuales azúcares: 3,11 g. Fibra: 0,67 g. Proteínas: 20,14 g. Sal: 0,13 g.

Perfil de aminoácidos (por 100 g de producto): L-Leucina: 7,87 g. L-Isoleucina: 4,32 g. L-Valina: 5,10 g. BCAA totales: 17,3 g. Ácido L-Aspártico: 6,65 g. Ácido L-Glutámico: 16,90 g. L-Serina: 4,71 g. Glicina: 1,50 g. L-Histidina: 2,09 g. L-Arginina: 2,70 g. L-Treonina: 4,27 g. L-Alanina: 2,98 g. L-Prolina: 7,20 g. L-Tirosina: 3,86 g. L-Metionina: 2,21 g. L-Cisteína: 0,77 g. L-Fenilalanina: 3,66 g. L-Lisina: 6,81 g. L-Triptófano: 1,15 g.","Modo de empleo: Añadir 1 cacito (30g) y mezclar con 300-350ml de agua o leche desnatada (para un batido más espeso utilice menos líquido, para uno más ligero use más). Para mejores resultados vierta primero el líquido y a continuación el producto en un agitador o mezclador. Tomar inmediatamente tras la preparación. Consumir antes de dormir.","Advertencias: Puede contener trazas de gluten, pescado, cacahuete y frutos de cáscara (avellana). Producto para uso en adultos.",,,,,2026-07-31 16:25:18.441558+00,2026-07-31 16:50:58.869472+00,caseina-micellar-choco-delight-con-topping-de-3-chocolates-1-kg-2
